,Longitude,Latitude,have_plant
99,-121.259196,38.56146,1
100,-114.571952,33.597048,1
101,-114.571681,33.598564,1
102,-119.540118,36.505254,1
103,-119.128349,36.265953,1
104,-121.148813,38.135935,1
105,-121.140603,38.121389,1
106,-122.139854,37.633492,1
107,-116.543137,33.89107,1
108,-120.525809,37.890378,1
109,-121.172447,38.644086,1
110,-118.435099,34.792128,1
111,-116.352258,33.293521,1
112,-118.846316,35.299856,1
113,-121.414346,38.36581,1
114,-120.158887,36.942735,1
115,-121.162278,38.613694,1
116,-117.652331,35.634879,1
117,-120.681818,35.557914,1
118,-114.742253,33.591974,1
119,-120.891311,36.629772,1
120,-121.168241,38.611219,1
121,-119.451879,35.874844,1
122,-114.764833,33.703743,1
123,-121.111904,38.34787,1
124,-119.714009,36.783741,1
125,-114.903852,33.565266,1
126,-119.073924,36.028665,1
127,-122.483522,37.750828,1
128,-120.895417,37.858419,1
129,-116.560154,33.908674,1
130,-114.65691,33.666084,1
131,-118.163909,35.048908,1
132,-117.920591,34.907637,1
133,-119.582386,36.141488,1
134,-117.939586,34.612272,1
135,-119.910352,36.221972,1
136,-116.001614,33.116481,1
137,-116.002991,33.109168,1
138,-120.324509,37.120529,1
139,-121.151644,37.366707,1
140,-119.806731,36.214536,1
141,-119.912225,36.230414,1
142,-120.243421,36.391972,1
143,-119.049593,35.831023,1
144,-119.039789,35.82219,1
145,-119.068501,35.855438,1
146,-120.667732,36.876816,1
147,-120.151899,35.996053,1
148,-120.339146,36.554384,1
149,-120.345676,36.54837,1
150,-120.339384,35.872013,1
151,-119.590942,34.901577,1
152,-118.470955,34.829497,1
153,-118.291834,34.716572,1
154,-118.293789,34.723656,1
155,-118.296354,34.727542,1
156,-118.313086,34.727199,1
157,-118.302936,34.726891,1
158,-118.337643,34.698237,1
159,-118.327867,34.69278,1
160,-118.278367,35.020441,1
161,-118.308755,34.72545,1
162,-117.936188,34.613611,1
163,-119.844433,35.608789,1
164,-118.06252,34.696333,1
165,-118.290546,34.712088,1
166,-118.291986,34.711913,1
167,-117.001487,33.233067,1
168,-117.192798,34.544533,1
169,-118.124893,34.701058,1
170,-118.887207,35.146166,1
171,-121.404082,36.831899,1
172,-117.192742,34.550338,1
173,-119.588717,36.147519,1
174,-117.341455,34.58338,1
175,-123.017277,38.774443,1
176,-117.143443,34.496399,1
177,-116.874251,33.010667,1
178,-118.129736,34.708936,1
179,-121.703675,38.00172,1
180,-118.311349,34.721409,1
181,-118.885279,35.148877,1
182,-117.342225,34.584613,1
183,-117.341622,34.582289,1
184,-119.541797,36.129361,1
185,-120.383854,36.585348,1
186,-115.428453,35.587142,1
187,-120.399372,36.570855,1
188,-119.629409,35.415837,1
189,-119.638251,35.416024,1
190,-119.568936,35.61905,1
191,-119.240648,35.1246,1
192,-118.820816,35.323547,1
193,-118.034774,35.247032,1
194,-118.025072,35.251895,1
195,-118.014746,35.268579,1
196,-117.998736,35.259453,1
197,-117.956571,35.251658,1
198,-118.009058,35.248541,1
199,-117.973623,35.24881,1
200,-117.949057,34.600019,1
201,-118.19108,34.779062,1
202,-117.361811,34.042263,1
203,-117.319013,34.094045,1
204,-117.323349,34.765216,1
205,-117.323333,34.766753,1
206,-117.323327,34.768035,1
207,-118.12854,34.708325,1
208,-118.124822,34.701868,1
209,-117.892042,34.982066,1
210,-117.563433,34.474054,1
211,-117.469435,34.412889,1
212,-117.46979,34.415766,1
213,-117.469811,34.418022,1
214,-118.988977,35.31479,1
215,-118.699522,34.132314,1
216,-121.428902,36.862421,1
217,-119.629057,36.30665,1
218,-115.531885,33.165624,1
219,-120.142064,36.127567,1
220,-119.558863,36.136117,1
221,-119.0791,35.218894,1
222,-119.829726,36.244432,1
223,-120.383494,36.613282,1
224,-119.854284,35.625756,1
225,-119.459675,35.81509,1
226,-120.805293,36.928591,1
227,-119.905588,35.727086,1
228,-119.127026,35.450699,1
229,-118.357016,34.926989,1
230,-119.576132,35.590715,1
231,-119.945024,36.060918,1
232,-115.497801,33.252638,1
233,-120.415146,36.730527,1
234,-117.011471,33.741677,1
235,-117.405786,33.97533,1
236,-121.86437,38.019462,1
237,-119.326746,35.112311,1
238,-121.740353,38.520096,1
239,-121.038838,37.120708,1
240,-119.896814,35.728102,1
241,-117.936631,34.603161,1
242,-121.76899,36.708224,1
243,-121.417088,38.554789,1
244,-119.417946,36.20446,1
245,-121.965191,38.301001,1
246,-121.425306,41.031259,1
247,-119.416708,36.66739,1
248,-121.669962,39.291776,1
249,-120.50723,37.350917,1
250,-121.962908,38.400027,1
251,-121.720347,37.972281,1
252,-121.755782,37.920586,1
253,-119.213989,36.318418,1
254,-120.483314,37.268698,1
255,-120.483318,37.267336,1
256,-121.467197,38.585226,1
257,-119.377771,36.186375,1
258,-117.073016,33.712238,1
259,-117.466688,34.54982,1
260,-117.467441,34.548893,1
261,-121.994077,38.520977,1
262,-120.649009,37.057787,1
263,-120.430096,36.721849,1
264,-120.243255,36.126665,1
265,-120.247782,36.126063,1
266,-122.175386,39.69908,1
267,-118.366582,34.870398,1
268,-118.28987,35.021659,1
269,-120.961889,37.018864,1
270,-120.294871,35.829895,1
271,-118.084668,34.662403,1
272,-117.369657,34.553839,1
273,-117.377244,34.553793,1
274,-115.546392,32.800989,1
275,-119.464992,35.871483,1
276,-119.576691,35.631892,1
277,-118.084924,34.649011,1
278,-118.441196,34.824081,1
279,-118.446156,34.844248,1
280,-118.812196,35.321135,1
281,-118.82064,35.328168,1
282,-116.862059,34.406096,1
283,-119.628933,35.423854,1
284,-117.345262,34.685814,1
285,-118.302392,34.720632,1
286,-117.178261,33.210648,1
287,-119.963177,36.941297,1
288,-120.414267,36.716336,1
289,-119.876218,35.668165,1
290,-118.322374,34.727487,1
291,-115.345924,33.753074,1
292,-119.053959,34.168862,1
293,-117.214039,33.861247,1
294,-117.369334,34.625739,1
295,-122.140918,38.097105,1
296,-124.104405,40.967375,1
297,-120.982653,38.629169,1
298,-119.057005,35.845551,1
299,-119.065818,35.846421,1
300,-119.026032,35.850283,1
301,-118.311932,34.686845,1
302,-120.134212,36.374847,1
303,-120.1345,36.382014,1
304,-114.699178,33.624294,1
305,-115.54063,33.165443,1
306,-121.948811,38.386449,1
307,-116.132302,32.618331,1
308,-121.586726,38.700215,1
309,-118.304269,34.666021,1
310,-120.146373,36.522085,1
311,-115.978082,33.547372,1
312,-118.441155,34.820843,1
313,-120.264829,40.372677,1
314,-118.27427,34.714777,1
315,-118.311318,34.714915,1
316,-118.294219,34.655834,1
317,-118.286334,34.692615,1
318,-118.30456,34.678046,1
319,-118.282251,34.71651,1
320,-118.086905,34.661601,1
321,-117.579412,34.578988,1
322,-118.510139,34.434336,1
323,-121.634165,36.614777,1
324,-117.983395,35.157379,1
325,-119.308162,35.777221,1
326,-121.738711,37.228465,1
327,-123.020736,38.769502,1
328,-121.861077,37.268874,1
329,-117.964708,35.141539,1
330,-119.566235,36.140871,1
331,-120.124711,40.150274,1
332,-121.116734,38.343177,1
333,-118.527993,34.822187,1
334,-114.738061,33.673669,1
335,-114.739769,33.684154,1
336,-119.387524,35.21097,1
337,-118.811155,35.315109,1
338,-118.069512,35.205168,1
339,-118.978771,35.3268,1
340,-117.916406,34.511888,1
341,-117.93146,34.597412,1
342,-118.082255,34.655127,1
343,-117.972926,34.743518,1
344,-117.973128,34.74775,1
345,-117.565779,34.038508,1
346,-119.348351,35.759177,1
347,-118.993189,35.329997,1
348,-117.989692,34.688092,1
349,-119.404787,35.590887,1
350,-117.273426,34.112021,1
351,-121.717394,37.69203,1
352,-119.668046,36.620589,1
353,-117.936612,34.6156,1
354,-115.54926,33.165607,1
355,-119.249344,35.127755,1
356,-120.105121,36.616892,1
357,-119.797435,36.25728,1
358,-117.785098,34.108438,1
359,-119.906783,36.217782,1
360,-117.995482,36.264822,1
361,-117.196963,33.536297,1
362,-117.02176,33.249653,1
363,-117.057731,33.269396,1
364,-115.781481,32.793358,1
365,-115.772764,32.793446,1
366,-116.642211,33.557208,1
367,-116.860202,33.019293,1
368,-121.215228,37.840203,1
369,-121.466262,38.436229,1
370,-115.627653,33.043676,1
371,-120.878325,36.989439,1
372,-120.167303,37.056276,1
373,-120.69101,35.319611,1
374,-121.98267,38.325498,1
375,-119.5605,36.064473,1
376,-115.863285,32.790409,1
377,-115.506304,32.831965,1
378,-122.663198,38.194832,1
379,-119.971615,36.91629,1
380,-121.814147,37.286885,1
381,-115.531909,33.158419,1
382,-115.428877,33.186401,1
383,-118.28079,34.722176,1
384,-118.304021,34.736999,1
385,-120.510241,34.745094,1
386,-118.301453,34.705692,1
387,-122.213851,38.160723,1
388,-116.198272,33.717775,1
389,-118.497643,34.821143,1
390,-117.103149,34.904059,1
391,-122.378508,37.94522,1
392,-115.857433,32.793208,1
393,-118.281831,34.656363,1
394,-118.318921,34.680778,1
395,-118.302515,34.742062,1
396,-118.010494,35.283293,1
397,-119.900317,36.249391,1
398,-122.542807,38.21671,1
399,-116.904249,33.770206,1
400,-120.391855,36.716376,1
401,-120.414381,36.709025,1
402,-120.396648,36.709126,1
403,-119.917678,36.204642,1
404,-121.47783,38.70464,1
405,-119.39509,35.213746,1
406,-122.189406,40.122194,1
407,-119.400731,36.35362,1
408,-119.470066,36.585029,1
409,-119.7013,35.609422,1
410,-122.275553,38.237461,1
411,-118.371047,34.830055,1
412,-116.00026,33.101457,1
413,-121.108704,37.248616,1
414,-120.150381,37.087619,1
415,-119.431282,36.547339,1
416,-120.614743,36.73465,1
417,-120.318359,36.825592,1
418,-119.732276,35.734373,1
419,-119.748744,35.501224,1
420,-118.701239,34.131487,1
421,-115.512279,32.910699,1
422,-122.864523,38.583694,1
423,-120.24633,36.648126,1
424,-120.689531,35.596047,1
425,-117.016669,33.798117,1
426,-117.218434,33.696106,1
427,-120.830676,38.69854,1
428,-117.176837,33.210674,1
429,-115.537213,32.885328,1
430,-122.815051,38.539113,1
431,-117.639748,33.947505,1
432,-115.775311,32.825456,1
433,-115.495569,33.166494,1
434,-120.634865,35.4706,1
435,-121.056063,38.638284,1
436,-120.936076,38.042111,1
437,-119.786573,35.575751,1
438,-117.301917,33.212308,1
439,-119.900562,36.203455,1
440,-122.566002,38.156019,1
441,-115.371453,33.795587,1
442,-115.342448,33.794421,1
443,-120.298292,37.10966,1
444,-117.694466,34.564433,1
445,-121.650012,39.651561,1
446,-117.356338,35.027723,1
447,-117.349204,35.0422,1
448,-116.814282,34.858925,1
449,-116.831184,34.862847,1
450,-118.568594,34.829087,1
451,-118.582129,34.825784,1
452,-118.510081,34.796534,1
453,-118.550114,34.836923,1
454,-118.353732,34.873741,1
455,-118.53007,34.843833,1
456,-118.543361,34.84588,1
457,-118.147733,34.836239,1
458,-118.388961,34.814214,1
459,-118.391826,34.91039,1
460,-118.35518,34.915421,1
461,-118.441152,34.829726,1
462,-118.332041,34.825924,1
463,-115.629932,32.660359,1
464,-115.559746,32.668292,1
465,-122.274498,38.025122,1
466,-121.616824,37.847138,1
467,-120.455445,37.882971,1
468,-117.4723,34.497824,1
469,-117.470659,34.497624,1
470,-120.69217,35.321552,1
471,-119.037477,36.09401,1
472,-115.505335,33.273731,1
473,-119.811814,36.231328,1
474,-119.87457,36.211961,1
475,-119.914298,36.148542,1
476,-120.111946,36.159538,1
477,-119.989681,35.692748,1
478,-119.313552,35.762638,1
479,-119.093343,35.442009,1
480,-119.318176,35.081223,1
481,-118.182571,35.012711,1
482,-118.172402,35.02331,1
483,-118.124089,35.018581,1
484,-118.100955,34.991851,1
485,-118.08851,34.973444,1
486,-118.096328,34.96308,1
487,-118.135456,34.942287,1
488,-118.087282,34.944318,1
489,-118.234071,34.693768,1
490,-121.603662,36.875559,1
491,-120.034258,36.957241,1
492,-120.077629,36.946456,1
493,-119.732805,36.659011,1
494,-119.553614,36.41493,1
495,-119.063026,35.817328,1
496,-117.983017,36.268424,1
497,-118.261109,34.716546,1
498,-118.319773,34.687307,1
499,-118.290664,34.723625,1
500,-118.291641,34.723647,1
501,-118.29251,34.723645,1
502,-118.322228,34.720171,1
503,-114.739432,33.575483,1
504,-114.785766,33.706592,1
505,-114.736616,33.659951,1
506,-114.769528,33.681889,1
507,-115.229063,33.698716,1
508,-115.199522,33.688378,1
509,-115.313258,33.74373,1
510,-115.375223,33.725692,1
511,-115.35214,33.74024,1
512,-116.085629,33.081506,1
513,-116.872109,33.010432,1
514,-117.387399,34.512587,1
515,-117.387081,34.511014,1
516,-117.387321,34.509602,1
517,-117.349841,35.804912,1
518,-117.003108,33.230008,1
519,-117.575966,34.571844,1
520,-117.200101,33.755136,1
521,-117.02362,33.803545,1
522,-118.065589,33.788017,1
523,-118.047406,33.787047,1
524,-121.289996,38.304693,1
525,-121.294925,38.306491,1
526,-121.292451,38.304692,1
527,-121.292343,38.309456,1
528,-121.28454,38.305711,1
529,-121.290032,38.309187,1
530,-118.392372,34.830259,1
531,-118.391134,34.840448,1
532,-115.540541,32.714021,1
533,-115.596466,32.675733,1
534,-115.606286,32.661415,1
535,-115.644149,32.690795,1
536,-115.668611,32.658612,1
537,-115.667807,32.69098,1
538,-121.692985,38.500651,1
539,-117.561967,34.471409,1
540,-118.16113919838132,33.92409220798266,0
541,-123.7626899993538,41.30219688486528,0
542,-122.27651479189616,37.176771505852926,0
543,-122.2393143080135,40.917731418773776,0
544,-119.88858825346531,37.26166396651618,0
545,-116.38085812419718,32.8249671562873,0
546,-119.03167725673897,36.41510328578772,0
547,-121.16260970177919,36.36943789431442,0
548,-121.0079292166313,40.02212916305696,0
549,-116.42500736434397,35.14566422048119,0
550,-114.57959136524946,34.4412044371952,0
551,-116.97682296018209,32.665143708104736,0
552,-120.2288144070024,35.637870412736966,0
553,-120.66212197119484,39.11615598244599,0
554,-121.610021360483,36.948410326507734,0
555,-116.53758427523387,36.14166561793801,0
556,-118.23308076236587,36.659286278913264,0
557,-121.7914962860399,39.81251511223963,0
558,-121.08880309888283,36.20614725811859,0
559,-121.53321283073119,40.612106991323095,0
560,-118.99816559717364,37.82432461989482,0
561,-122.50508128387797,41.76050389047564,0
562,-122.81694708632367,39.00504193043495,0
563,-121.85292224799035,41.77406522267104,0
564,-118.29197785838001,35.82012609673677,0
565,-120.2648411906872,37.782524952871775,0
566,-122.29930995121235,39.86122961060282,0
567,-120.41304840195883,40.49160057920923,0
568,-114.50840454401431,34.53563186296134,0
569,-120.96752868811616,37.555091127335885,0
570,-120.65065830515046,39.766852982613905,0
571,-120.42890610322927,41.25095346664381,0
572,-123.13072385538095,40.523463301785696,0
573,-117.84096416800178,36.56275954903944,0
574,-119.44313582341037,37.08867757607003,0
575,-122.97013080634747,39.6508507737977,0
576,-115.61307457350877,33.714661624054926,0
577,-121.17421695373407,36.91543988203767,0
578,-117.15111896529658,35.70529284935876,0
579,-117.4617310207681,34.83523739516567,0
580,-120.815643349683,38.61129555540803,0
581,-118.26213190827156,37.19329754416253,0
582,-120.44420961829631,38.862439094068186,0
583,-117.55994318811914,34.72475289191776,0
584,-119.95253090638514,36.372485823342764,0
585,-115.9645916540613,33.99448853058987,0
586,-116.94142141879946,33.847696962021224,0
587,-115.55153721531802,34.92714697742068,0
588,-118.99193908727285,35.49476197455712,0
589,-118.53351156613454,36.901288135517774,0
590,-118.67646504795736,34.4210522792384,0
591,-116.82438081556508,33.47632947301216,0
592,-116.2739993404676,32.61485926362891,0
593,-119.58124868398356,35.17142268838853,0
594,-118.24867820243142,35.59186890756854,0
595,-119.35656541791312,37.97913285288063,0
596,-122.57362941817674,40.12755427515309,0
597,-117.76643425005116,36.84311604124771,0
598,-119.32345211930557,34.49415067205714,0
599,-119.11405247643032,34.67709901236637,0
600,-122.04226845918836,39.818559874339485,0
601,-118.20473976820465,33.7671870894756,0
602,-120.7587106655881,39.53841791718287,0
603,-122.50274374027427,41.788189923548146,0
604,-120.50419808298005,41.78806667779134,0
605,-122.08212818476095,41.534260261840295,0
606,-122.98209511197308,40.59480725319959,0
607,-120.35441239698376,34.04759341126914,0
608,-121.48127529950345,39.393058089641016,0
609,-116.78988148541954,35.88320387662698,0
610,-123.71781831905048,40.3411319652944,0
611,-118.09857314851259,36.70762186073707,0
612,-116.4341792396064,36.19729566777107,0
613,-118.35815349774049,33.792865142077744,0
614,-120.86966453406362,37.9446628382588,0
615,-119.37358370367183,37.79273929934632,0
616,-115.34348490362495,34.3192805585039,0
617,-115.75255705580872,33.058822342696935,0
618,-121.44123975090473,40.038262511165435,0
619,-116.89172985332422,34.272223035523815,0
620,-121.6116769081264,37.27298028402148,0
621,-116.86329136007355,33.190963971877004,0
622,-117.56349776492252,34.22841283421195,0
623,-120.6717080063783,38.51746577678318,0
624,-115.96215629560655,35.87361251338913,0
625,-116.79805961809618,34.598550513183916,0
626,-115.65875479077438,32.80793318390546,0
627,-120.64261425390977,35.203978778054406,0
628,-121.67571922738512,40.91282177170451,0
629,-117.95378848978554,36.633318107816514,0
630,-117.50157611346211,34.6941953307143,0
631,-122.68616707488414,41.436959973741914,0
632,-122.17389450973685,40.44397066714159,0
633,-120.31133977266795,38.95742002627688,0
634,-119.6841813595595,37.50660654277928,0
635,-119.4341924628642,38.57364218957301,0
636,-122.55886106447906,40.95110293214679,0
637,-115.81472866407195,33.56890279158324,0
638,-121.2717770741988,37.477174361019046,0
639,-118.10794801972855,36.13245647315714,0
640,-123.3234952911169,41.71490227819709,0
641,-115.23549126427709,34.25831273754961,0
642,-120.42424856021071,39.481393640392135,0
643,-121.72660015009714,36.63911840626492,0
644,-115.31093850862672,34.48720413854313,0
645,-120.04366532828735,40.85862617923172,0
646,-119.96770572753906,37.41076864705168,0
647,-114.92081982523622,33.90090372016287,0
648,-115.01179037396138,33.796666740841054,0
649,-115.505452861746,34.61410738568558,0
650,-121.8927904976066,41.92640020075969,0
651,-117.84596088969356,35.17613655516917,0
652,-118.58514907998155,36.52690254602833,0
653,-120.37370346973252,40.039991732177945,0
654,-123.90296001120024,39.98737507667882,0
655,-120.29420066667987,41.4031608776771,0
656,-120.30789966353713,39.18260312851686,0
657,-123.6732122485195,40.57504477302844,0
658,-119.58409887926044,37.668946763310004,0
659,-122.20475695611044,40.58097319775246,0
660,-118.59863423530376,35.1600625120067,0
661,-119.31146598066651,34.60107333941277,0
662,-122.41076453786336,41.73139153595426,0
663,-122.9451295276092,40.69047933198378,0
664,-121.14862671995245,39.71034127557349,0
665,-120.82551925501299,40.12397353569439,0
666,-118.3157504280142,36.95558407164948,0
667,-119.2088976890712,37.571927711136446,0
668,-117.11562790968604,34.279779904820764,0
669,-116.00261047911596,35.82364608561151,0
670,-120.17662304181293,39.842022571295146,0
671,-118.67205632933512,37.42478595381392,0
672,-120.3815809533647,39.361369361464,0
673,-115.81232264178782,34.07919747528608,0
674,-116.43550328463739,35.03184493341681,0
675,-119.01532053960283,34.46374965475546,0
676,-116.45830927070016,33.24325143439298,0
677,-120.29979318777286,38.53287766066173,0
678,-118.73381560686364,35.9764569228319,0
679,-119.35069171811858,34.62700999393477,0
680,-117.78187138642332,34.720919137050466,0
681,-122.83774490572475,39.17707990891237,0
682,-115.70292173493716,35.211759263652986,0
683,-119.20880299203274,37.3386833322671,0
684,-118.90647039138437,36.98740614587692,0
685,-123.79335057581665,41.49592960530884,0
686,-123.44254270639559,39.909780697240805,0
687,-116.90200988843077,32.59863566584403,0
688,-118.85725776195518,34.60487230357827,0
689,-122.1267519005742,37.2474972658534,0
690,-120.59925384934479,39.71900092603381,0
691,-121.87931399606093,40.218788056463715,0
692,-121.67591316797007,36.973100898831674,0
693,-121.12856491891753,38.54140344233372,0
694,-115.18198971597884,35.24392892538433,0
695,-120.89862457371125,39.10130763259713,0
696,-119.1968997698702,37.73256309370483,0
697,-114.71239776014392,32.828018191123086,0
698,-121.83275041169954,36.403241805080704,0
699,-122.12557995958788,38.568633799918054,0
700,-121.82725274073407,41.28007713299126,0
701,-123.9076021313867,41.889306090982146,0
702,-123.07381783487912,40.19089088518739,0
703,-114.94910887284472,34.99409698190923,0
704,-121.99565034499183,41.58932419784531,0
705,-119.93438776957166,35.12256043555386,0
706,-117.46093573185075,35.70370177114608,0
707,-120.89303771387269,37.522076506704494,0
708,-122.92501058608983,41.666126739109686,0
709,-119.66442415390851,38.68371644933631,0
710,-120.61876203372299,39.83562535570647,0
711,-120.22286116711987,40.60965124128935,0
712,-124.13588914821914,41.765415253185566,0
713,-119.80664329564901,37.85249254174152,0
714,-119.80485478974168,34.79408742889318,0
715,-121.98291632590558,39.53215792056886,0
716,-119.68979984165726,37.3833863815442,0
717,-123.64224836294984,38.949548404601906,0
718,-119.68094624216917,36.510797254239705,0
719,-115.48812387202813,35.00429883751082,0
720,-119.7942156784474,37.97170742948601,0
721,-117.00362314577576,32.89154015795706,0
722,-120.06517906959718,39.078598864878224,0
723,-122.0241064275485,37.97944599308097,0
724,-123.99343110086481,40.273938218145574,0
725,-120.95157842074272,38.954934937098216,0
726,-115.43521913814781,35.32615823736181,0
727,-121.2189406176211,38.8250082973708,0
728,-117.09607412187984,36.81744485298478,0
729,-123.11581911355634,38.73752294705539,0
730,-122.42815317268497,38.988049315349656,0
731,-119.48337844607549,34.63450529244203,0
732,-116.61390372830549,34.09852075752601,0
733,-120.28784450698703,40.52506593317547,0
734,-117.27351719431479,36.72736271507837,0
735,-120.81373528619028,39.30660997697853,0
736,-118.98174351424157,37.34233226777388,0
737,-119.19907163754453,36.605493237162335,0
738,-115.85545925768974,33.940954397616935,0
739,-121.57998055903082,40.193709828802014,0
740,-123.77865155301014,40.365196874578096,0
741,-121.05359655643501,39.28310228650304,0
742,-121.87428386455096,38.20587908155001,0
743,-117.50271419014474,35.22944960936815,0
744,-116.23993068329999,33.90132646101525,0
745,-115.56360619018737,35.03090970346056,0
746,-120.64237570589282,34.894550027040594,0
747,-117.58796212724725,36.862965397750834,0
748,-115.85414921238122,33.81025641104804,0
749,-115.94675735239456,35.39036606677788,0
750,-119.17069119193582,36.94048398910134,0
751,-119.5308732540558,37.06513029634713,0
752,-123.84581493335206,41.26503116682625,0
753,-117.71914631992786,36.66885168959329,0
754,-116.46112489874002,35.98421874207897,0
755,-116.60031817296476,36.39495131977837,0
756,-120.01141187938141,40.527681021634095,0
757,-115.1439076732908,32.75130348227703,0
758,-117.07029744828223,36.720388762846156,0
759,-124.39110840430644,40.4298487552793,0
760,-121.37246460319663,40.2119396409571,0
761,-120.96077326392613,37.2240862106014,0
762,-115.63604072869342,33.18715719158393,0
763,-116.65544186955536,32.77048329652942,0
764,-118.6138814935626,35.415907054192004,0
765,-119.29760446148754,35.252875171728164,0
766,-120.75556951732084,37.105187869639984,0
767,-121.59807606519264,41.78207587655397,0
768,-121.2302134512734,39.918565082259846,0
769,-117.9105626889585,37.021651621793424,0
770,-118.31142324465667,36.90112211706693,0
771,-124.1866127387987,40.826093570062056,0
772,-116.99899255420421,36.537745158319126,0
773,-114.55327218408353,34.25573336222791,0
774,-122.73097075038862,38.786644591603235,0
775,-122.78291122408632,38.05041596847098,0
776,-117.96954456796243,37.223820918252684,0
777,-118.73054300790142,37.83995193178395,0
778,-118.76361757483805,36.156891646131385,0
779,-118.35982685963876,35.674922220799424,0
780,-115.47420320018553,35.20026809381133,0
781,-119.21324279357957,35.68449228291862,0
782,-123.80506988018561,40.74104398032741,0
783,-120.26311620739935,40.05000085050621,0
784,-121.91889818833768,41.30862042277599,0
785,-119.82779798017901,36.87632041790509,0
786,-121.48888250364168,41.25523982619323,0
787,-115.09327333444993,34.53606774100672,0
788,-118.77698143397893,34.67292991886616,0
789,-117.87877826290388,36.86484189603646,0
790,-115.61896831302434,35.7427986505707,0
791,-120.46911790436823,38.21706283253669,0
792,-118.59376174158649,37.24915358589789,0
793,-120.15620599230353,34.71907115451404,0
794,-119.76883990121294,35.33151762041564,0
795,-116.97458902068992,36.45486189147556,0
796,-122.45038317276598,38.17837648187166,0
797,-120.90141323913049,41.2035409654982,0
798,-122.48554510670115,38.66831398175802,0
799,-123.01684460338015,40.96883031794008,0
800,-120.49782705381666,41.076549338761,0
801,-120.98900195226346,39.194276126405285,0
802,-119.76667624321144,35.24094396195195,0
803,-121.34479826840123,38.66768745921949,0
804,-123.97984035836453,40.30003874718737,0
805,-119.7490382400163,35.29329492083161,0
806,-120.92046669697321,40.95268349918118,0
807,-121.81658331734506,38.96419732127614,0
808,-119.51078048933653,37.06390702045002,0
809,-118.88079775781308,37.16051673179008,0
810,-120.04917615225558,40.40380518520019,0
811,-116.2738890851823,33.07287540211082,0
812,-120.7126667073802,38.789517517150465,0
813,-118.89387699324048,35.80105523253331,0
814,-122.21575945085152,39.13150509947839,0
815,-116.75240086392334,36.39078443979731,0
816,-120.46585625976562,41.33706486142481,0
817,-121.9101741952101,40.99337139986701,0
818,-122.91635387444798,38.752751485493434,0
